id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3962118,Hollywood Guest Suite - Blue Studio,20532746,Monique,Other Cities,West Hollywood,34.08978,-118.37763,Entire home/apt,80,31,81,2019-12-26,0.95,1,0,0,
3962864,NoHo Arts - Luxe / Cozy Queen Bedroom - Long Term,4732895,Christopher,City of Los Angeles,North Hollywood,34.18183,-118.36738,Private room,41,31,55,2021-05-01,0.89,3,94,2,HSR19-001264
3963003,Beach Condo with Game Room 3BR/3BA,4262267,Nicole,City of Los Angeles,Venice,33.97664,-118.46526,Entire home/apt,568,2,176,2021-10-28,2.07,1,202,30,HSR19-004058
3963791,Spacious & Charming Weho 1bd in fantastic location,1489491,Nili,Other Cities,West Hollywood,34.09106,-118.36298,Entire home/apt,100,90,78,2021-02-08,1.78,1,203,3,
3966549,Quiet Private bedroom & bathroom,20556776,Omar,City of Los Angeles,Sylmar,34.31271,-118.42515,Private room,45,31,35,2020-03-15,31.82,2,364,1,HSR19-000325
3968522,"New Modern View Loft, West LA, CA",20017206,Joe,City of Los Angeles,Sawtelle,34.04009,-118.44402,Entire home/apt,214,30,20,2015-12-28,0.24,1,34,0,
3969321,Sunny Double Bedroom East Hollywood,20571266,Xander,City of Los Angeles,East Hollywood,34.09781,-118.29862,Private room,50,30,19,2015-11-18,0.22,1,0,0,
3972305,"Spanish Villa. Great location.   3 bed, 2 bath",11712907,Rochelle,City of Los Angeles,Beverly Grove,34.06747,-118.36424,Entire home/apt,349,5,72,2021-09-13,0.98,1,118,12,HSR19-001444
3974087,Eagle Rock Hillside Hideaway,20548909,Yon,City of Los Angeles,Eagle Rock,34.13541,-118.22251,Entire home/apt,119,30,11,2016-11-26,0.27,1,0,0,
3977097,Malibu Beachfront Apt/Villa,4715296,Daniel,Other Cities,Malibu,34.04034,-118.59617,Entire home/apt,199,30,1,2015-01-03,0.01,1,0,0,
3978971,Family Friendly Vacation Rental,20622305,Chengwei,Unincorporated Areas,East San Gabriel,34.11249,-118.09045,Entire home/apt,250,4,0,,,1,0,0,
3979641,Hill Top Retreat Home Above Ocean!,20542761,Linda,City of Los Angeles,Playa del Rey,33.95598,-118.44579,Private room,75,30,70,2020-01-11,2.69,1,306,0,HSR19-000216
3980078,Beautiful Apartment - Beverly Hills,9740523,Jaime,City of Los Angeles,Beverly Grove,34.07346,-118.38506,Entire home/apt,163,30,3,2015-08-30,0.04,1,0,0,
3981082,Sunny Venice Garden Cottage,3560243,M,City of Los Angeles,Venice,34.00041,-118.46767,Entire home/apt,79,30,442,2021-09-06,5.51,1,337,1,
3986363,Malibu / Topanga 24 acre Ranch,20662346,Cj,Unincorporated Areas,Topanga,34.13576,-118.58887,Entire home/apt,475,2,9,2019-07-14,0.11,1,247,0,
3986484,Cool Venice Pad 2 Blocks to Beach!,20651612,Venice Bungalow,City of Los Angeles,Venice,33.99006,-118.47164,Entire home/apt,90,90,16,2019-05-05,0.23,1,244,0,
3986579,Alhambra Home,1228396,Stephanie,Other Cities,Alhambra,34.09492,-118.12938,Private room,75,1,0,,,1,0,0,
3992691,private entrance 2 bedrooms/1bath + lounge,20084023,Herman,Unincorporated Areas,Hacienda Heights,33.99234,-117.95662,Private room,110,3,1,2015-03-14,0.01,4,0,0,
3992862,Historic Hollywood Townhome,14727082,Philip,City of Los Angeles,Hollywood,34.09807,-118.31808,Entire home/apt,105,30,92,2021-10-16,1.11,13,307,3,
3993876,Old Fashioned Hollywood Townhome,14727082,Philip,City of Los Angeles,Hollywood,34.10011,-118.31767,Entire home/apt,95,30,101,2021-09-17,1.51,13,342,2,
3993975,Glamorous Hollywood Townhome,14727082,Philip,City of Los Angeles,Hollywood,34.0978,-118.31901,Entire home/apt,99,30,74,2020-03-09,1.02,13,357,1,
3996777,"218 Luxury Suite Near UCLA,Restaurants,on Westwood",3392276,Amir,City of Los Angeles,West Los Angeles,34.04738,-118.43517,Entire home/apt,106,30,38,2020-11-23,0.73,42,280,1,
4007085,Guest Rm. Hancock Park area,18101163,Matthew,City of Los Angeles,Mid-Wilshire,34.05629,-118.33194,Private room,105,30,0,,,1,365,0,
4007239,Lovely guest suites in townhome villa,20777676,Bonnie,City of Los Angeles,Pacific Palisades,34.07833,-118.56516,Private room,225,60,0,,,1,363,0,
4012589,Malibu at Getty Villa - Ideal for 2,19931781,Kit,Unincorporated Areas,Topanga,34.04457,-118.57278,Entire home/apt,235,1,47,2018-04-15,0.62,1,0,0,
4014376,Bright Private 1Br in Sunny 3br Apt,20813830,Sharron,City of Los Angeles,Mid-City,34.03516,-118.38312,Private room,30,30,184,2019-08-09,3.21,2,0,0,
4015029,Mediterranean Inspired Architecture Home with Patio,20766934,Julian,City of Los Angeles,Silver Lake,34.08689,-118.27612,Entire home/apt,195,1,160,2021-06-11,2.10,1,95,6,HSR19-002355
4015999,Garden Views and Bold Art at an Eclectic Hillside Hideaway,8168166,Austin,City of Los Angeles,Silver Lake,34.08767,-118.2829,Entire home/apt,149,30,199,2021-09-07,2.79,1,162,5,
4016012,Guest House In the Heart of Burbank.,6947473,Arteom,Other Cities,Burbank,34.17123,-118.32978,Entire home/apt,68,7,52,2019-11-21,0.79,1,22,0,
4021805,Mid Century Resort Style Condo,20850553,Patricia,City of Los Angeles,Brentwood,34.06195,-118.47057,Shared room,135,30,0,,,1,0,0,
4024390,Charming Culver City Casita,19285625,Joe And Julie,Other Cities,Culver City,34.00962,-118.40912,Entire home/apt,90,2,284,2021-10-28,3.64,1,253,49,
4024624,Cozy Landmark Cottage-Quiet Street,20865245,B.,Other Cities,Culver City,34.02439,-118.38861,Entire home/apt,135,2,11,2019-09-22,0.13,1,0,0,
4025357,217 Studio UCLA/Busses/Food/market on Westwood Bl,3392276,Amir,City of Los Angeles,West Los Angeles,34.04673,-118.43362,Entire home/apt,91,30,25,2021-08-31,0.30,42,326,3,
4025562,"Private room,bath & entrance private lounge",20084023,Herman,Unincorporated Areas,Hacienda Heights,33.99218,-117.95787,Private room,75,3,13,2019-10-11,0.15,4,0,0,
4029464,UNBELIEVABLE  LUXURY  HISTORIC  ESTATE!,10156476,Robert,City of Los Angeles,Beverly Crest,34.10024,-118.41979,Entire home/apt,9999,30,0,,,8,365,0,
4030581,"Charming old Farm House, S Pasadena",17432674,Alexis,Other Cities,South Pasadena,34.11458,-118.16681,Private room,89,4,134,2021-10-24,1.68,1,56,14,
4030842,Spacious 6-bedroom Home,20897165,William,Unincorporated Areas,La Crescenta-Montrose,34.22764,-118.22893,Private room,95,2,39,2021-10-05,0.77,3,341,15,
4031347,Chic Venice 1 Bdrm Steps to Beach,1261812,Janin,City of Los Angeles,Venice,33.99351,-118.47741,Entire home/apt,118,30,348,2021-09-07,4.16,8,35,2,
4033071,Super cute beachfront Venice studio,12083424,Matt,City of Los Angeles,Venice,33.98939,-118.47376,Entire home/apt,57,30,0,,,1,0,0,
4033105,Oceanfront Beach House in Malibu,2843111,Natalie,Other Cities,Malibu,34.0379,-118.61746,Entire home/apt,1850,3,21,2021-09-05,0.48,5,333,4,STR21-0061
4033585,Posh crash pad media center near Universal,20913059,"Daniel ""Taylor""",City of Los Angeles,Valley Glen,34.19206,-118.40573,Shared room,39,30,1,2015-07-17,0.01,1,0,0,
4033614,ARTIST HOME! PRIVATE ROOM: NOHO ARTS DISTRICT,13621311,Scozy,City of Los Angeles,North Hollywood,34.16438,-118.36688,Private room,82,30,32,2021-08-31,0.41,10,331,1,
4034163,Beautiful Private Room in West LA,19199871,Angela,City of Los Angeles,Palms,34.02237,-118.41552,Private room,55,30,153,2020-11-16,2.33,2,318,2,Hsr19-001222
4037406,Enjoy the Rocky Peak of Los Angeles,20932299,Cindy,City of Los Angeles,Chatsworth,34.2508,-118.60449,Private room,79,30,5,2018-02-22,0.07,1,365,0,
4038764,Cozy Venice Beach House // Kid Friendly,1362945,Lissa,City of Los Angeles,Venice,33.98891,-118.45171,Entire home/apt,275,30,18,2020-02-26,0.25,1,40,0,HSR19-002233
4045613,Venice Walk Street Cottage,19776172,Mel,City of Los Angeles,Venice,33.99285,-118.46088,Entire home/apt,190,31,146,2019-12-09,1.92,1,306,0,Exempt - This listing is a transient occupancy residential structure
4047091,"Cozy, furnished 1Bdr Condo, heart of Santa Monica",1163335,Lee,Other Cities,Santa Monica,34.03718,-118.47593,Entire home/apt,100,120,5,2020-03-15,0.07,1,239,0,214883
4047181,Loft Style Room in the Heart of LA,15697894,Jay,City of Los Angeles,Carthay,34.06206,-118.36195,Private room,60,30,17,2019-12-30,0.25,9,364,0,
4047597,Holiday In A Private Oasis,14479322,Maria,City of Los Angeles,Sherman Oaks,34.1681,-118.42155,Entire home/apt,550,30,0,,,3,88,0,HSR19-003097
4047717,Stand-alone Cottage Bungalow|Giant bedroom +2 bath,17529658,Josh,Other Cities,West Hollywood,34.09067,-118.35558,Entire home/apt,294,2,16,2021-07-08,0.23,1,0,4,
4051829,3 Bedroom Mediterranean Style House,21010237,Rodney,Other Cities,Compton,33.89236,-118.2329,Entire home/apt,175,3,1,2014-10-28,0.01,1,0,0,
4052446,Sunny Hollywood Apartment,7434089,Holly,City of Los Angeles,Hollywood,34.0857,-118.3233,Entire home/apt,50,30,0,,,1,0,0,
4052819,Cool westside bungalow,21016695,Owen And Mariana,City of Los Angeles,Del Rey,33.99015,-118.43317,Entire home/apt,125,30,103,2021-07-30,1.67,1,210,5,HSR19-002213
4053948,Venice Studio 1.5 miles from Beach,21023362,Bob,City of Los Angeles,Venice,34.00227,-118.45429,Entire home/apt,146,1,512,2021-10-31,8.03,1,117,38,HSR19-002529
4061129,Beautiful Luxury Building Hollywood,16201266,James,City of Los Angeles,Hollywood,34.10282,-118.3363,Entire home/apt,119,30,2,2016-05-18,0.03,1,0,0,
4065412,"Quiet, private guest cottage",21084715,Martine And Adam,Other Cities,Glendale,34.17592,-118.28073,Entire home/apt,110,28,366,2020-12-31,7.38,1,186,1,
4066099,Bright and Quiet Craftsman,5847655,Sammy,City of Los Angeles,Highland Park,34.11691,-118.19064,Entire home/apt,125,30,9,2018-03-27,0.11,1,306,0,
4067361,Charming Guest House with Private Yard,4158217,Cristiane,City of Los Angeles,Sherman Oaks,34.15763,-118.44655,Entire home/apt,98,1,343,2021-09-26,8.49,2,265,62,HSR19-001298
4068058,Bright 1 bdr in ideal L.A. Location,21097703,Christina,City of Los Angeles,Mid-Wilshire,34.06278,-118.34927,Entire home/apt,84,30,20,2021-10-02,0.30,5,331,3,
4069493,Art-Deco Apt in the Heart of LA!,19009065,Brittney,City of Los Angeles,Mid-Wilshire,34.0642,-118.34763,Entire home/apt,106,30,0,,,1,0,0,
4073934,Hollywood chic with designer touches.,15735406,Patrick,City of Los Angeles,Hollywood,34.10073,-118.31944,Entire home/apt,80,30,188,2021-10-31,3.02,3,336,2,
4074201,"Adorable Cape Cod Cottage, Venice Beach, LA",104979697,Jake,City of Los Angeles,Venice,33.9841,-118.4673,Entire home/apt,100,31,228,2021-08-13,3.50,6,323,2,
4076998,EXCELLENT COTTAGE/CENTRAL HOLLYWOOD,18377661,David,City of Los Angeles,Hollywood,34.08403,-118.32196,Entire home/apt,127,30,14,2019-08-17,0.19,1,90,0,
4077620,Los Feliz Dream Oasis,21150029,Steve,City of Los Angeles,Los Feliz,34.10334,-118.29473,Entire home/apt,150,30,11,2018-09-03,0.14,1,0,0,
4080769,Stunning 4 BR Marina del Rey Manor!,82715325,Cameron,City of Los Angeles,Del Rey,33.98547,-118.42001,Entire home/apt,286,2,26,2021-08-18,0.37,1,25,14,HSR19-004260
4082285,great cute studio,21173689,Christiane,City of Los Angeles,Mid-Wilshire,34.06267,-118.34797,Entire home/apt,107,30,0,,,1,0,0,
4082823,Clean & Private Guest House- beautifully furnished,16910039,Sarah,City of Los Angeles,North Hollywood,34.17314,-118.3811,Entire home/apt,149,3,42,2021-05-22,0.53,4,0,15,HSR20-000231
4085040,Private Room in quiet home in Woodland Hills,21188390,Michele,City of Los Angeles,Woodland Hills,34.16838,-118.62515,Private room,55,1,105,2021-09-17,1.48,1,333,16,HSR21-000885
4086070,Serene Zen Retreat,21194368,Deb,City of Los Angeles,Tarzana,34.18199,-118.55922,Private room,83,30,49,2020-08-31,0.64,1,30,0,HSR19-004251
4086241,Weho 2 Bd/1 Ba **PRIME LOCATION** Mo/Wkly Discount,10934006,Matthew,Other Cities,West Hollywood,34.09131,-118.3721,Entire home/apt,149,1,65,2021-10-03,3.03,1,38,31,
4086960,Hip Atwater Private Suite,1986042,Anthony & Joseph,City of Los Angeles,Atwater Village,34.11682,-118.25815,Private room,125,30,6,2019-04-05,0.08,1,362,0,
4090410,Vineyard Estate / Agua Dulce Winery,21215660,Steve,Unincorporated Areas,Agua Dulce,34.52052,-118.30424,Entire home/apt,750,2,18,2021-09-26,0.29,1,337,11,
4090694,Westwood/UCLA - No Car Needed!,16672866,Carlos,City of Los Angeles,Westwood,34.06005,-118.44392,Entire home/apt,385,30,68,2020-02-22,0.96,20,365,0,
4091470,Peaceful Practical Modern Live&Work,20711901,Lucia,City of Los Angeles,Mid-Wilshire,34.05976,-118.36035,Entire home/apt,95,30,11,2020-11-29,0.16,3,120,1,
4092772,Renovated 2 bed+ 2 full bath in Westwood Village,16672866,Carlos,City of Los Angeles,Westwood,34.06264,-118.44463,Entire home/apt,369,30,20,2020-01-03,1.00,20,365,0,
4093498,Marina Hot tub and Mural Wonderland,1413805,Sonjia,City of Los Angeles,Venice,33.98665,-118.44666,Entire home/apt,169,30,291,2020-03-08,3.37,1,365,0,HSR19-000437
4093759,Comfy LA LA LAND Home w/ Private Entrance & Bath!,16594259,Heng Hsu (Hanns),City of Los Angeles,East Hollywood,34.08116,-118.306,Entire home/apt,99,1,577,2021-11-01,6.99,1,5,95,HSR19-002596
4093938,Peaceful Modern Retreat Home,20984194,Jeremy,Other Cities,Agoura Hills,34.15445,-118.73927,Entire home/apt,450,3,54,2021-10-31,0.65,1,131,12,
4093959,THE MELODY @ WARNER BROS. #G,8851608,Scott,Other Cities,Burbank,34.14761,-118.34113,Entire home/apt,175,15,29,2021-10-07,0.34,15,311,3,
4100721,Cozy Studio Unit .,21258028,Gerry,City of Los Angeles,Reseda,34.19352,-118.55412,Entire home/apt,75,30,0,,,2,173,0,
4100985,Colorful Bedroom w/Private Bath - Monthly Rental,11806191,Joanna,City of Los Angeles,Palms,34.02649,-118.40836,Private room,58,30,253,2021-08-31,3.51,2,20,2,
4105373,Beautiful Apt in heart of Burbank,13282306,Harry,Other Cities,Burbank,34.18214,-118.30586,Entire home/apt,121,5,0,,,1,0,0,
4105785,Private Guesthouse: Great Location!,11182400,Josh,City of Los Angeles,Fairfax,34.07799,-118.35105,Entire home/apt,89,30,15,2021-02-25,0.18,3,104,1,HSR19-004435
4106488,Gorgeous Master suite /Private bath / Pasadena,21304470,Stacey,Unincorporated Areas,San Pasqual,34.14011,-118.1033,Private room,187,7,77,2020-02-12,1.49,1,359,0,SRH20180089
4112352,Modern and charming studio .,21337207,Elyes,City of Los Angeles,Mid-Wilshire,34.06504,-118.34652,Entire home/apt,220,30,0,,,1,363,0,
4116697,Cozy room in a beach condo.,21357992,Mike,City of Los Angeles,Venice,33.99446,-118.47828,Private room,125,30,290,2020-07-07,4.69,1,365,0,HSR19-002435
4118234,Tour Topanga State Park from a Cozy Mountain Home,401210,Chad And Lara,Unincorporated Areas,Topanga,34.09071,-118.59963,Entire home/apt,275,2,161,2021-10-31,3.16,1,338,1,
4118902,Cottage style home in Echo Park,14327387,William,City of Los Angeles,Echo Park,34.08915,-118.25073,Entire home/apt,200,30,1,2021-01-14,0.10,1,333,1,
4119889,Beautiful Private room in Reseda LA,21372666,Pablo,City of Los Angeles,Reseda,34.19844,-118.55345,Private room,41,31,30,2021-10-07,0.48,1,292,3,
4120719,Room in Architectural Venice House near beach,61864,Olivier,City of Los Angeles,Venice,33.99831,-118.47326,Private room,180,30,36,2015-11-15,0.47,1,365,0,
4121097,Cute Mar Vista 1BD 1BA Apt!,4888961,Alex,City of Los Angeles,Del Rey,33.99608,-118.423,Entire home/apt,90,31,44,2021-07-01,0.53,8,348,3,
4121396,Perfect 2BR pad!!! Steps from sand!,17942313,Spencer,City of Los Angeles,Venice,33.98329,-118.46897,Entire home/apt,188,30,25,2016-07-25,0.33,1,0,0,
4126565,Walk to Rodeo Drive from a Palatial Villa in Beverly Hills,21405750,Natalie,Other Cities,Beverly Hills,34.08718,-118.395,Entire home/apt,3200,6,7,2021-06-27,0.11,2,346,2,
4127347,Private room in great neighborhood!,2348138,Simone,Other Cities,Calabasas,34.14704,-118.61475,Private room,35,30,39,2018-03-29,0.54,1,306,0,
4128342,"Great Location! Lovely, Quiet Apartment w/ Balcony",2524429,DaniElle,City of Los Angeles,Hollywood,34.09778,-118.35545,Entire home/apt,150,30,70,2021-03-09,0.84,1,40,2,
4129424,Studio Near LAX / El Segundo Beach,21422412,Steve,Other Cities,El Segundo,33.9244,-118.42608,Private room,110,2,462,2021-10-30,5.82,1,263,66,
4129518,SAVANNAH ROOM (Queen Bed with Bath),4825732,Eva,Other Cities,Pasadena,34.18118,-118.15197,Private room,67,2,22,2021-09-06,0.72,3,292,1,
4129717,BEAUTIFUL PRIVATE BEDROOM AND BATH,20957750,Joyce,City of Los Angeles,Tarzana,34.18558,-118.55487,Private room,50,1,164,2021-10-29,2.09,1,328,25,HSR21-001410
4134255,Private Room in Upscale L.A. Home,21446670,Michael,Unincorporated Areas,View Park-Windsor Hills,34.00112,-118.34157,Private room,105,1,0,,,1,365,0,
4134377,"Beautiful California Bungalow in Eagle Rock, CA",21448083,Sally,City of Los Angeles,Eagle Rock,34.13648,-118.20062,Entire home/apt,340,30,15,2020-08-27,0.19,1,180,0,HSR19-000411
4136207,Oasis private suite with pool,15686006,Mike & Aurelie,City of Los Angeles,Echo Park,34.08215,-118.2659,Private room,125,30,103,2021-05-02,1.28,1,364,2,HSR19-003687
4136476,Designer Venice Bungalow,21458609,At-Homeness Vacation Rentals,Other Cities,Culver City,33.99348,-118.44389,Entire home/apt,299,30,62,2020-12-21,1.60,37,343,1,HSR19-001979
4136914,Venice Beach Abbot Kinney Bright Cottage Charming,21461276,Sharon,City of Los Angeles,Venice,33.99062,-118.45783,Entire home/apt,125,30,23,2019-09-30,0.28,1,324,0,
4137609,Charming Echo Park Hills Apartment,5294558,Jenny,City of Los Angeles,Echo Park,34.08555,-118.2506,Entire home/apt,105,6,217,2021-10-08,2.79,1,1,8,HSR19-001223
4141906,"Elegant, Quiet Home Steps to Beach",16766980,Beth,Other Cities,Manhattan Beach,33.88034,-118.40484,Entire home/apt,700,30,2,2015-04-04,0.02,3,364,0,
4143181,SUNNY STUDIO IN THE HEART OF VENICE BEACH - #6,1757749,Donna,City of Los Angeles,Venice,33.99016,-118.47398,Entire home/apt,135,30,347,2021-08-25,5.29,8,364,6,
4143695,"3 BD Home DTLA, Lil Tokyo, Arts Dis",2308253,Vu,City of Los Angeles,Boyle Heights,34.04586,-118.2217,Entire home/apt,127,30,168,2021-07-05,2.01,1,185,2,
4150058,Lavender Beach House Bungalow near the Venice Canals,6537561,Kendell,City of Los Angeles,Venice,33.99102,-118.47262,Entire home/apt,171,30,319,2021-05-31,3.72,1,206,5,
4155763,Picfair Village Modern Glam House,13856090,Doris,City of Los Angeles,Mid-City,34.0461,-118.36029,Entire home/apt,287,30,176,2021-09-11,2.40,25,354,10,Exempt - This listing is a transient occupancy residential structure
4157821,Private Room in Hollywood Hills!,14945824,Maria,City of Los Angeles,Hollywood Hills,34.12437,-118.34827,Private room,140,30,30,2019-07-14,0.38,1,275,0,Exempt - This listing is a transient occupancy residential structure
4164166,Classic Venice Beach House w/Garden,18291436,Sarah,City of Los Angeles,Venice,33.99483,-118.47005,Entire home/apt,235,31,105,2019-10-20,1.29,3,0,0,
4165927,HEART of LA OASIS,12433164,Ana & Edgar,City of Los Angeles,Carthay,34.05894,-118.37386,Private room,72,30,285,2020-09-07,4.84,6,211,0,HSR20-001548
4171821,Show Stopper Close to Everything!,12405246,David,City of Los Angeles,Westwood,34.0534,-118.43113,Entire home/apt,195,30,61,2019-08-08,1.15,1,305,0,
4173023,Extra Large Private Studio - 1 BR / 1 BA,5886918,Garybozick,Other Cities,West Hollywood,34.08868,-118.35403,Entire home/apt,135,31,53,2021-08-29,0.65,1,337,2,
4174207,"Room for rent in Gardena, CA",21659677,Natalie,City of Los Angeles,Harbor Gateway,33.8642,-118.30154,Private room,50,30,29,2019-09-01,1.39,1,82,0,HSR19-004953
4174321,Garden Guest Suite with Pool,3238908,Carin,City of Los Angeles,Woodland Hills,34.15897,-118.61739,Entire home/apt,91,30,283,2021-03-17,4.54,2,247,15,HSR19-003306
4174679,SWEET STAY CALIFORNIA 2,19419286,Hilda,Other Cities,Carson,33.82873,-118.25392,Private room,68,2,19,2016-07-24,0.23,2,276,0,
4174951,Classy Room in Cerritos,21664149,Norbert,Other Cities,Cerritos,33.85056,-118.07674,Private room,30,28,49,2021-05-16,0.67,2,136,3,
4174988,*NEW*  lower level studio with private entrance.,21664272,Alan,City of Los Angeles,Highland Park,34.12735,-118.19413,Entire home/apt,95,2,22,2020-03-14,0.88,1,221,0,HSR19-001188
4175038,Private Room at Wendy House,21664149,Norbert,Other Cities,Cerritos,33.85034,-118.0746,Private room,30,3,30,2021-07-31,0.41,2,105,1,
4175917,6 Bdrm/10 Bed Home. Main:5bd+Guest House:2Bdr/4bed,1905704,Nina,Unincorporated Areas,Willowbrook,33.92146,-118.28145,Entire home/apt,506,3,171,2021-10-11,2.15,3,151,21,
4180134,Charming  2BR/2BA Topanga Home,4811874,Mary,Unincorporated Areas,Topanga,34.11861,-118.58924,Entire home/apt,325,2,174,2021-10-31,2.38,1,312,49,
4180179,Double Bed,5225817,Phyllis,Other Cities,Burbank,34.15814,-118.31837,Private room,70,30,55,2020-10-18,0.82,2,335,0,
4180189,New Spanish Style 3 bedroom 1.5 Bath Beverlywood,21686462,Cary,City of Los Angeles,Mid-City,34.04687,-118.37414,Entire home/apt,300,30,0,,,1,296,0,
4181006,Bohemian Bedroom in Silverlake,1788405,Jared,City of Los Angeles,Silver Lake,34.08612,-118.27582,Private room,70,30,14,2019-10-26,0.16,1,0,0,
4181563,SWEET STAY CALIFORNIA 1,19419286,Hilda,Other Cities,Carson,33.82825,-118.25559,Private room,65,2,26,2021-08-09,0.45,2,249,2,
4183219,Family Friendly Home with Garden,21702562,Elle,City of Los Angeles,Mar Vista,34.011,-118.45027,Entire home/apt,400,30,6,2019-12-27,0.12,1,0,0,HSR19-002187
4183797,Cozy and spacious 1BD.,3222110,Dylan,City of Los Angeles,Los Feliz,34.0998,-118.28315,Entire home/apt,85,30,4,2015-12-01,0.05,1,0,0,
4183810,"Poolside Casita near CSULB, beaches",21104863,Ludmila,Other Cities,Long Beach,33.77138,-118.12335,Private room,125,2,101,2021-08-14,2.01,1,247,4,prp20-00041
4187716,"Light-Soaked 1BR w/100"" Projector–Near Universal!",21657821,Jordan,City of Los Angeles,Studio City,34.15142,-118.37202,Entire home/apt,99,30,45,2021-06-27,1.13,2,143,3,
4189430,"Modern, Spacious Downtown LA Loft!",1638750,Sharooz,City of Los Angeles,Downtown,34.04213,-118.23289,Entire home/apt,150,90,7,2016-05-10,0.09,1,365,0,
4189816,Los Angeles stunning view home.,14213675,Josefa,City of Los Angeles,Westchester,33.9773,-118.39469,Private room,107,30,4,2021-08-28,0.05,2,363,1,
4190720,"Peaceful, central and cozy home! (Veg only)",7076892,Vasu,City of Los Angeles,Pico-Robertson,34.05327,-118.38626,Entire home/apt,108,30,11,2020-07-01,0.40,1,54,0,
4190881,Blue King Craftsman w/ EV charger,6529781,Zac And Co-Hosts,City of Los Angeles,Highland Park,34.11105,-118.19398,Private room,45,30,108,2020-03-08,1.37,12,292,0,Exempt - This listing is a transient occupancy residential structure
4190907,A Sunrise HP Bedroom w/ EV charger,6529781,Zac And Co-Hosts,City of Los Angeles,Highland Park,34.11098,-118.19284,Private room,45,30,130,2021-06-12,1.72,12,306,1,Exempt - This listing is a transient occupancy residential structure
4190935,A Nice Craftsman FilmTV&EV Friendly,6529781,Zac And Co-Hosts,City of Los Angeles,Highland Park,34.11042,-118.19471,Entire home/apt,482,30,73,2020-01-20,1.05,12,318,0,Exempt - This listing is a transient occupancy residential structure
4191637,Oceanview House in North Manhattan Beach,14383797,Andrea,Other Cities,Manhattan Beach,33.90304,-118.42036,Entire home/apt,120,30,13,2021-09-03,0.22,2,203,2,
4191870,Enjoy California Living at Its Best in This Family Home.,2967624,Mark & Claire,Unincorporated Areas,Altadena,34.18852,-118.12222,Entire home/apt,800,7,5,2021-07-10,0.10,2,310,1,
4198660,Keller Hotels Beverly Hills-2170B,352830,Indira,City of Los Angeles,Century City,34.05706,-118.40962,Private room,76,30,0,,,3,364,0,
4198745,Burbank Bungalow For The Stars,9583022,Christopher,Other Cities,Burbank,34.18492,-118.34113,Entire home/apt,85,2,275,2021-10-12,5.05,5,325,34,
4198749,Keller Hotels Beverly Hills-1419B,352830,Indira,City of Los Angeles,Westwood,34.06623,-118.43188,Private room,76,30,4,2015-04-16,0.05,3,139,0,
4198879,Craftsman Getaway,9583022,Christopher,Other Cities,Burbank,34.18535,-118.34296,Entire home/apt,83,2,193,2021-10-16,2.47,5,323,29,
4199364,"Steps from Sand, Rooftop Deck,View",21097703,Christina,Other Cities,Hermosa Beach,33.87411,-118.40533,Entire home/apt,240,30,12,2021-07-31,0.40,5,179,2,
4205112,"Malibu, Carbon Beach - Suite Eight",21817201,The Malibu Suites,Other Cities,Malibu,34.0375,-118.67573,Entire home/apt,463,2,216,2021-10-25,3.37,8,275,83,STR21-0046
4205493,Modern Venice Beach Oasis,21819860,Griselda,City of Los Angeles,Venice,33.99698,-118.46624,Private room,120,2,257,2021-10-21,4.03,1,106,24,HSR21-001391
4209927,BRIGHT n' BREEZY HOLLYWOOD BUNGALOW,6277851,W.C & Elly,City of Los Angeles,Hollywood Hills,34.10476,-118.3392,Entire home/apt,87,30,299,2021-04-30,3.81,11,68,2,
4210372,Home Away from Home in Hermosa Beach,13967941,Tammy,Other Cities,Hermosa Beach,33.8549,-118.39676,Private room,115,30,323,2021-09-19,4.04,2,121,4,
4211269,Beautiful Malibu Pad Amazing ocean view - Monthly,21852120,Teshi,City of Los Angeles,Pacific Palisades,34.0422,-118.56645,Private room,106,30,153,2020-11-04,4.09,3,364,1,
4211379,A Lovely Place to Call Home,21854403,Lisa,Other Cities,Burbank,34.17422,-118.33652,Entire home/apt,125,1,0,,,1,0,0,
4212759,"Bright, Breezy & Beautiful Townhome - Santa Monica",21862842,Ted,Other Cities,Santa Monica,34.0322,-118.47797,Entire home/apt,286,30,17,2017-08-18,0.21,1,96,0,220420
4216296,Echo Park with an unbeatable view!,3332964,Christopher,City of Los Angeles,Echo Park,34.09313,-118.24696,Entire home/apt,150,30,0,,,1,0,0,
4219608,Peacock's Perch (Nature vs Luxury),20780188,Doria,Other Cities,Arcadia,34.13566,-118.05725,Private room,55,28,8,2021-07-30,0.10,1,122,2,
4219855,Private Apartment in Hollywood,4070522,Claudia,City of Los Angeles,East Hollywood,34.09479,-118.30236,Entire home/apt,65,30,8,2016-06-18,0.11,1,0,0,
4224505,"Cozy 1914 Hollywood Craftsman, Brahma Kamal",21921895,Lalu,City of Los Angeles,Hollywood,34.09637,-118.3314,Entire home/apt,381,30,48,2019-11-11,0.71,1,365,1,
4225814,The Mayors Office in Hollywood with a private yard,19298557,Ethan,City of Los Angeles,Hollywood,34.09581,-118.33631,Entire home/apt,120,30,14,2021-09-17,0.22,3,265,1,
